SN,Lastname,Firstname,Gender,Height,Weight,Passport ID,Country,Job Title,Income Annual,Hobby,Car Brand,Age,Num Covid Shots
891,Carlson,Nicole,F,1.59,45.94,08041066J,Thailand,"Perforator Operator, Oil Well",22056,Sleeping,-,34.0,1.0
892,Martin,Roger,M,1.52,51.23,D3948242P,India,Oral Pathologist,24176,Sewing,-,15.0,1.0
893,Bullock,Bruce,M,1.9,49.73,O5208264R,Estonia,"Bander-And-Cellophaner Helper, Machine",80961,Writing,Pagani,30.0,1.0
894,Rush,Daniel,M,1.79,54.33,69023763L,South Korea,Brake-Drum-Lathe Operator,12269,Writing,-,21.0,0.0
895,Kline,Samuel,M,1.94,53.31,M7211691B,Spain,Automotive-Generator-And-Starter Repairer,49763,Walking,-,27.0,0.0
896,Contreras,Noah,M,1.6,48.46,N6651443Z,Estonia,Numerical Control Machine Set-Up Operator,49048,Bicycling,-,34.0,1.0
897,Jarvis,Albert,M,1.89,52.48,A9872424C,Brazil,Cook,31575,Theater,-,24.0,0.0
898,Ellis,Charles,M,1.9,72.84,K7666383Z,Portugal,"Inspector, Salvage",32657,Motorcycling,-,22.0,0.0
899,Beck,Samantha,F,1.63,57.85,37278045N,Italy,"Assembler, Marking Devices",73098,Cooking,Maserati,31.0,1.0
900,Christensen,Nicholas,M,1.7,64.24,N4162094D,Spain,Diamond Mounter,40190,Watching TV,-,38.0,1.0
901,Burch,Virginia,F,1.78,39.32,63998467G,Australia,"Doctor, Naturopathic",9957,Team Sports,-,36.0,0.0
902,Patel,Angela,F,1.53,40.05,T5413770U,Spain,"Supervisor, Paper Coating",67769,Entertaining,-,28.0,0.0
903,Buckley,Andrew,M,1.94,51.41,X1976557G,Malta,"Tapper, Bit",37328,Going to Movies,-,28.0,1.0
904,Lane,Christine,F,1.65,51.97,54308742I,Estonia,Mechanism Assembler,8050,Socializing,-,29.0,0.0
905,Logan,Carl,M,1.81,48.36,Q1359770G,Portugal,"Carpenter, Railcar",6814,Fishing,-,23.0,0.0
906,Contreras,Brenda,F,1.39,50.59,79111048E,Cyprus,Linen-Room Supervisor,18415,Boating,-,33.0,1.0
907,Dickson,Amber,F,1.55,42.84,13762671Y,Australia,"Supervisor, Phosphoric Acid",15394,Bowling,-,36.0,1.0
908,Johnson,Wayne,M,1.82,48.36,Z8046575A,Lithuania,Mosaicist,88493,Hunting,-,15.0,0.0
909,Stuart,Virginia,F,1.76,40.86,W0174568K,Japan,"Screw-Machine Set-Up Operator, Swiss-Type",22163,Beach,-,40.0,1.0
910,Kirk,Roy,M,1.68,67.74,S7400366I,Netherlands,"Presser, Form",21042,Shopping,-,47.0,1.0
911,Love,Robert,M,1.82,60.64,82400658V,China,Plate Slitter-And-Inspector,16431,Traveling,-,26.0,1.0
912,Perkins,George,M,1.92,66.94,N4041707O,Luxembourg,"Hose Cutter, Machine",80937,Housework,-,35.0,1.0
913,Small,Jean,F,1.76,56.46,Q2441514L,Sweden,"Cut-Off Sawyer, Log",9047,Watching TV,-,35.0,0.0
914,Holloway,Evelyn,F,1.66,45.92,Y4199126L,Mexico,Ironworker-Machine Operator,86933,Fishing,-,35.0,1.0
915,Barrett,Sandra,F,1.66,47.4,J1276291F,Belgium,Garment Turner,30632,Billiards,-,31.0,0.0
916,Golden,Carolyn,F,1.58,40.06,27144007L,Italy,Third-Rail Installer,47769,Bicycling,Volvo,36.0,0.0
917,Edwards,Barbara,F,1.49,57.11,E4391173G,Spain,"Supervisor, Shop",34008,Exercise,-,23.0,0.0
918,Parker,Danielle,F,1.7,55.16,05525597G,Argentina,Treater Helper,116115,Watching Sports,-,37.0,2.0
919,Schwartz,Karen,F,1.69,39.32,E3826840B,Croatia,Financial Analyst,44043,Horseback Riding,Tesla,20.0,0.0
920,Rivas,Rebecca,F,1.55,47.48,B9748746U,Russia,"Supervisor, Wool-Shearing",36260,Reading,-,34.0,1.0
921,Greene,Eugene,M,1.52,58.89,N2075358M,South Korea,Beam Racker,23182,Traveling,-,29.0,1.0
922,Salas,Randy,M,1.88,50.67,F5275433J,Indonesia,Scalp-Treatment Operator,15548,Gardening,-,31.0,1.0
923,Burks,David,M,1.9,50.02,W3283193Q,Brazil,Bank Boss,9402,Playing Cards,-,26.0,0.0
924,Noble,Christian,M,1.82,50.22,O4723916F,Slovenia,Band Builder,23604,Reading,-,15.0,1.0
925,Bowman,Sean,M,1.82,48.36,W7917559B,Spain,"Pilot, Highway Patrol",12426,Hunting,-,19.0,1.0
926,Sharp,Evelyn,F,1.57,53.11,09377330W,Finland,Power-Saw Mechanic,34596,Cooking,-,32.0,0.0
927,Franco,Megan,F,1.82,39.5,Y9661033I,Chile,Transfer-Table Operator Helper,64936,Camping,-,34.0,1.0
928,Carney,Barbara,F,1.79,39.32,J0879264E,Turkey,Spar-Machine-Operator Helper,10581,Listening to Music,-,38.0,0.0
929,Armstrong,Wayne,M,1.71,60.39,K9118522Y,Canada,"Stitcher, Tape-Controlled Machine",133838,Hunting,Acura,30.0,2.0
930,Cooke,Joshua,M,1.81,82.0,09367005S,France,Feltmaker And Weigher,116882,Horseback Riding,-,21.0,1.0
931,Greer,Stephanie,F,1.46,61.49,K9490091L,Spain,"Inspector, Screen Printing",8815,Boating,-,34.0,1.0
932,Sellers,Kimberly,F,1.82,45.15,C8120672L,Slovenia,Cadmium-Liquor Maker,12675,Socializing,-,34.0,0.0
933,Conway,Julia,F,1.6,45.95,G9083727U,United Kingdom,Producer,7282,Beach,-,32.0,1.0
934,Santiago,Dylan,M,1.74,52.1,D1490389Q,Bulgaria,Administrator,49723,Traveling,-,34.0,0.0
935,Stevens,Rebecca,F,1.53,39.63,19920479H,Poland,"Manager, Advertising Agency",57932,Camping,-,39.0,0.0
936,Watts,Emma,F,1.72,41.8,37694178H,South Korea,Paraffin-Machine Operator,47904,Gardening,Jaguar,31.0,1.0
937,Trujillo,Keith,M,1.68,64.47,06187852D,Argentina,"Utility Worker, Merchant Mill",85106,Reading,-,28.0,1.0
938,Francis,Denise,F,1.74,40.68,L6040854L,Czechia,Steam-Distribution Supervisor,62270,Traveling,-,33.0,0.0
939,Weaver,Justin,M,1.77,67.73,52597130M,Egypt,Automatic-Equipment Technician,18983,Running,-,35.0,1.0
940,Donovan,Frank,M,1.94,63.21,83254964Q,France,Silica-Spray Mixer,78838,Animal Care,-,35.0,0.0
941,Henderson,Catherine,F,1.6,40.68,52015755W,Saudi Arabia,Screw-Machine Tender,29420,Housework,-,34.0,1.0
942,Lucas,Daniel,M,1.54,63.46,E6707996O,Netherlands,Director of First Impressions,16313,Playing Cards,-,25.0,0.0
943,Vargas,Abigail,F,1.56,51.68,70944032R,Portugal,Smoker,47527,Reading,General Motors,31.0,1.0
944,Rose,Timothy,M,1.7,57.23,77245138O,Hungary,Pantry Worker,82252,Playing Music,-,29.0,0.0
945,Rivers,Ralph,M,1.83,53.15,37114572L,Brazil,Fruit Coordinator,8663,Tennis,-,32.0,1.0
946,Ortiz,Doris,F,1.55,54.21,N0271816I,United Kingdom,Gear-Lapping-Machine Operator,43486,Camping,-,28.0,1.0
947,Parsons,Christina,F,1.82,41.86,84699684Y,Latvia,Cable Splicer,19912,Sewing,-,23.0,0.0
948,House,Emma,F,1.82,48.88,N7054558X,Canada,Tourist-Information Assistant,62135,Walking,McLaren,43.0,1.0
949,Olsen,Helen,F,1.63,41.89,63241753J,Senegal,Director Of Student Affairs,56328,Exercise,Lamborghini,27.0,1.0
950,Santos,Louis,M,1.94,49.56,72519565I,Poland,Lining-Machine Operator,18940,Reading,-,27.0,0.0
951,Lynn,Martha,F,1.53,46.79,06855918D,France,Multi-Operation-Machine Operator,73803,Tennis,Peugeot,23.0,0.0
952,Morin,Ralph,M,1.59,48.36,D4989952G,Singapore,Batter Scaler,38013,Playing Music,-,23.0,1.0
953,Miles,David,M,1.72,67.79,23421844I,Canada,Photo Mask Processor,54061,Theater,-,30.0,0.0
954,Sandoval,Betty,F,1.52,39.32,31171730O,Croatia,Sample Washer,28897,Playing Cards,-,32.0,1.0
955,Chen,Evelyn,F,1.78,39.8,F3438807I,Germany,Leader Tier,13956,Sleeping,-,37.0,1.0
956,Johns,Daniel,M,1.56,56.23,X6034258G,Italy,"Engineer-In-Charge, Transmitter",10748,Cooking,-,34.0,1.0
957,Gilbert,Nancy,F,1.39,42.76,X7945435N,Malta,Power-Screwdriver Operator,89149,Socializing,Maserati,34.0,1.0
958,Herrera,Douglas,M,1.83,52.03,M9506844I,France,Incinerator Operator Ii,44295,Beach,-,27.0,1.0
959,Melendez,Bradley,M,1.94,68.8,I0881352K,Finland,Kiln Worker,63375,Painting,Chevrolet,24.0,0.0
960,Norris,Kenneth,M,1.94,55.47,73212076D,Denmark,Can Inspector,122204,Animal Care,-,24.0,1.0
961,Ferguson,Deborah,F,1.59,43.99,L0523568H,Germany,Barker Operator,9983,Reading,-,41.0,1.0
962,Clemons,Timothy,M,1.76,48.36,X8730190L,Spain,Assistant Engineer,107102,Gardening,-,31.0,1.0
963,Hubbard,Theresa,F,1.6,39.32,N1841816D,Italy,Tab-Card-Press Operator,8080,Watching Sports,-,34.0,1.0
964,Battle,Randy,M,1.7,66.5,Z1627174L,United States of America,Nut-Sorter Operator,63092,Golf,-,25.0,0.0
965,Shannon,Ashley,F,1.68,48.67,D2182921A,Lithuania,Animal Control Officer,68816,Family Time,-,35.0,0.0
966,Benton,Sean,M,1.67,48.36,U6396845L,Lithuania,Shrimp-Peeling-Machine Operator,17775,Sleeping,-,17.0,1.0
967,Dickerson,Cheryl,F,1.78,41.27,26983063F,Egypt,Spiral Weaver,25944,Computer Games,-,27.0,0.0
968,Ellis,Heather,F,1.41,51.98,I4618258M,Czechia,Gas-Appliance-Servicer Helper,9208,Entertaining,-,23.0,0.0
969,Ellison,Donald,M,1.7,53.64,27145469V,Indonesia,Mill Helper,43139,Tennis,-,16.0,0.0
970,Dudley,Henry,M,1.78,48.36,P3855457Z,Brazil,"Supervisor, Winding And Twisting Department",30194,Reading,-,29.0,0.0
971,Herman,Kelly,F,1.39,39.32,34188289V,Estonia,Boring-Machine Operator,23060,Entertaining,-,34.0,1.0
972,Holcomb,Jennifer,F,1.7,39.32,13524847B,United States of America,"Heat Welder, Plastics",46918,Golf,Nissan,31.0,1.0
973,Woodward,Dylan,M,1.73,56.85,W0509735S,Saudi Arabia,Icing Mixer,96408,Crafts,Alfa Romeo,21.0,1.0
974,Goodwin,Jack,M,1.52,63.54,53624158B,United States of America,Overhauler,18170,Watching TV,-,24.0,1.0
975,Shannon,Robert,M,1.89,72.61,87618888C,Mexico,"Jailer, Chief",17177,Dancing,-,39.0,1.0
976,Wilson,Matthew,M,1.52,65.97,67648579D,Estonia,Balloon Dipper,20636,Golf,-,33.0,1.0
977,Rodriguez,Patrick,M,1.94,65.4,A8220852E,Senegal,Strike-Off-Machine Operator,45436,Swimming,-,34.0,1.0
978,Farrell,Dorothy,F,1.52,43.71,57826047V,Slovakia,"Salesperson, Millinery",32695,Dancing,-,35.0,1.0
979,Craft,Ethan,M,1.6,79.08,28568099D,Italy,Ticket Broker,8531,Hiking,-,19.0,0.0
980,Torres,Ralph,M,1.63,66.66,82535133A,Egypt,"Bender, Machine",35311,Hunting,-,37.0,0.0
981,Johnston,Billy,M,1.87,52.06,47221082Q,Lithuania,Prompter,83068,Bowling,-,18.0,1.0
982,Jensen,Eugene,M,1.85,62.7,69985387J,Malta,Scorer Helper,72639,Theater,-,15.0,1.0
983,Humphrey,Johnny,M,1.94,48.36,K3595910L,Croatia,Cloth-Bolt Bander,34182,Painting,-,15.0,0.0
984,Acevedo,Danielle,F,1.53,44.03,26844794W,Canada,Dot Etcher Apprentice,74005,Team Sports,-,21.0,1.0
985,Henderson,Michelle,F,1.63,47.48,C2061725F,Bulgaria,"Supervisor, Shuttle Veneering",76084,Camping,-,33.0,0.0
986,Powell,Beverly,F,1.72,51.11,Z4496979O,Bulgaria,Home-Service Director,35023,Playing Music,-,19.0,1.0
987,Lawson,Jacqueline,F,1.51,39.32,L1709065J,Argentina,Drying-Unit-Felting-Machine Operator,84938,Writing,-,34.0,1.0
988,Bentley,Vincent,M,1.84,49.27,63829493N,Belgium,Check Weigher,12751,Motorcycling,-,30.0,2.0
989,Craig,Julia,F,1.48,51.85,B8498873X,Russia,Card Grinder Helper,124507,Computer Games,-,40.0,2.0
990,Lyons,Christina,F,1.65,39.32,47991464T,Netherlands,Pretzel-Twisting-Machine Operator,27518,Painting,-,16.0,2.0
991,Hernandez,Louis,M,1.84,72.19,W4576373F,France,Utility Operator I,20473,Dancing,-,20.0,0.0
992,Wong,Kyle,M,1.82,56.07,R1574572O,Saudi Arabia,Bobbin Sorter,22349,Bicycling,-,49.0,1.0
993,Lopez,Michael,M,1.94,48.36,M3947443N,Japan,"Supervisor, Pond",15659,Sleeping,-,15.0,1.0
994,Velazquez,Christopher,M,1.8,73.34,L0887818Q,Senegal,Cocoa-Bean-Roaster Helper,39832,Gardening,-,31.0,0.0
995,Cooley,Stephanie,F,1.52,43.89,46135758G,Egypt,"Foxing Cutter, Hot Knife",141219,Team Sports,Toyota,28.0,2.0
996,Tucker,Kyle,M,1.52,99.66,11792781A,Croatia,"Tube Winder, Hand",54227,Sewing,Honda,25.0,0.0
997,Mckenzie,Grace,F,1.57,50.76,T2853870E,Italy,Prosthetist,26956,Playing Music,-,24.0,0.0
998,Newman,Angela,F,1.61,41.31,29054401E,Germany,Utility Worker,78489,Family Time,Tesla,28.0,0.0
999,Jensen,Jane,F,1.39,44.79,76128855B,Portugal,Gas-Pumping-Station Helper,11072,Walking,-,22.0,0.0
1000,Walls,Maria,F,1.74,45.34,Z3250648U,Singapore,"Supervisor, Framing Mill",55033,Animal Care,-,41.0,1.0
